score,content
1,sudah 2 minggu aplikasi livin lemot tidak seperti sebelumnya cepat dan stabil
5,aman
1,Kenapa kok verifikasi wajah saya tidak jadi¹ pdhal yg lain gampang eh verifikasi wajah y susah 🤦🤦🤦
5,mntap
5,Kenapa sering muncul belum berhasil terhubung
5,ok
1,Buruk aplikasi sering tidak bisa di akses
4,baik
5,oke sekali
2,"pliisss yaa livin knpa skrg kualitas nya memburuk,stlah update malah makin² susah buat masuk,baru mau masuk nya aja udah susah gmna mau gunain livin klo dr awal saja sudah d.persulit"
5,baik
1,"gagal verifikasi JIKA BERMATA 1, atau kelainan pada mata, sehingga aplikasi ini tidak dapat digunakan"
5,mantab
5,menunya lengkap
1,"sudah 1 tahun tpi apk tdk bisa dipakai, ada tulisan kami sedang melakukan peningkatan layanan. jika ada kendala hrs ke kantor cabang. sudah ke kantor cabang tpi ga difollow up."
5,livin andalan ku
5,sangat mudah untuk semua transaksi
5,mantab
5,Bagus
1,buruk sekali sekarang livin..sulit login nya..payah!!!!
5,mantul
1,"tiba2 mbanking mandiri tidak bisa dibuka,sudah di set ulang lewat hp...masih gagal ujung2 nya harus ke cabang terdekat...kacau"
5,top
2,"sbnernya aplikasinya oke oke aja, tapi sering bgtt klo mau masuk pasti ""belum berhasil terhubung"" sampe lama bgt klo mau bayar qris nungguin, bikin panik krna gabisa²"
1,pernah ke blokir terus masukan kartu debit sedangkan kartunya expired..ke banknya langsung prosesnya sulit karena diminta ktp terbaru sedangkan ktp lama saya tidak diterima..saya harus mengurus ke dukcapil dlu
5,👍
1,"kenapa sekarang loading awal ketika dibuka susah banget ,ga responsif.."
5,"dengan adanya apk livin ini jadi mudah untuk melakukan transaksi,tapi akhir² ini kenapa ya kalo tiap mau login loadingnya lama banget,padahal internet aman² aja..."
4,oke
5,Livin saya skrg malah gak bisa untuk tansfer kenapa ya?
1,"setiap tarik tunai pakai debit/non kartu di potong 3.500 ? gilee bulan ini saya di potong 3.500 biaya kartu debit, tapi pas saya tarik tunai non kartu di potong lagi 3.500 mantap sekali bosss (ini potongan kartu aja ya masih ada potongan lainnya) hehehe"
1,"aplikasinya parah masak saya sudah daftarkan kartu saya mentenen terus ujung""nya bikin jengkel,"
2,"saya baru download 3 hari yang lalu, dan saya mengisi saldo, saya mencoba ingin mentransfer uang ke bank lain, tetapi tidak bisa.. knpa yah ? bagaimana solusinya"
1,"pemeliharaan rutin nya parah, kalau orang lagi urgent susah mau pakai nya ga ada pertimbangan lain apa, bikin susah aja kalau lagi urgent"
1,setiap transaksi di jam 12 ke atas selalu tidak bisa niat gk sih gk tau kondisi penting atau gimana dah
5,Good
5,sagat bagus
1,"setiap mau login Aplikasinya eror trus kurang bagus,susah loginya gagal terus ..."
5,terimakasih mandiri udah bertransaksi
2,LIVIN SEKARANG SERING EROR TIBA TIBA TIDAK BISA TRANSFER
1,"susah login, padahal sinyal bagus"
1,aplikasi ada mau buka rekening masukan data no otp lah data dari sesuai semua eh ujung-ujungnya no tidak terdaftar d suruh k kantor cabang lagi 😒😒😒 mending sekalian gak usah d adakan pendaftaran online x
5,sangat membantu dan memuaskan
1,apk jelek bggggttttttt
2,"tolong tampilannya di perbaiki apa lagi untuk fitur kartu kredit karena tampilan sangat membingungka dan tidak jelas, tolong agar diperjelas dan agar mudah dipahami 1. sisa limit kreditnya berapa 2. total belanja berapa 3. rincian tagihan tiap bulan berapa ditambah biaya apa saja 4. tanggal jatuh tempo tgl berapa 5. ada pengingat pembayaran tagihannya 6. mutasi transaksi kartu yang jelas dengan bahasa yang mudah dipahami nasabah 7. tagihan yang sudah terbayar dan belim terbayar"
1,"Verifikasi wajah lama, menjengkelkan udah di gimana gimana masih gagal aja"
1,menjengkelkan sering eror!!
1,lama banget loading ny
1,terlalu banyak potongan biaya administrasi
5,sangat membantu
5,tidak ribet
5,memudahkan transaksi
5,terpercaya
1,ribet
1,"Males banget, livin skrg banyak eror nya!!! mau login udah semua verifikasi ujung2 nya aplikasi sedang dalam perbaikan terus"
5,gampang ga ribet
1,"kenapa malah jadi tambah ribet sih ini apk kemarin tiba"" gak bisa di buka di uninstal mau instal ulah di PS malah gak bisa eror terus, ini giliran bisa di buka masa harus masukin nomer debit 16 digit padahal waktu bikin nomer saya cuma 14 digit"
1,lemot. sering keluar sendiri.
1,semenjak di update loadingnya sellu lamaaaakkkkk
1,hallo saya ad top up ke gopay lewat mandiri livin dgn nominal 100 no ujungnya yang di isi 864 tapi slah no.. tapi ko bisa terpotong saldo saya.. padahal bukan no terdaftar di gopay.. kenapa bisa begitu ya livin mandiri? tolong dong kembali kn uang saya... dn sy coba tlp 1400 gak bisa masuk tlp nya...
5,mantab
1,gampang dibobol
5,sangat baik👌
2,kenapa Qris nya ngga bisa di gunakan ya
5,ɱαɳƚυʅ ɱαɳƚυʅ ɯҽʂ ρσƙσƙ ҽ...𝕄𝕒𝕟𝕥𝕦𝕝 𝕞𝕒𝕟𝕥𝕦𝕝 𝕨𝕖𝕤 𝕡𝕠𝕜𝕠𝕜 𝕖...𝕸𝖆𝖓𝖙𝖚𝖑 𝖒𝖆𝖓𝖙𝖚𝖑 𝖜𝖊𝖘 𝖕𝖔𝖐𝖔𝖐 𝖊...𝙢𝙖𝙣𝙩𝙪𝙡 𝙢𝙖𝙣𝙩𝙪𝙡 𝙬𝙚𝙨 𝙥𝙤𝙠𝙤𝙠 𝙚
1,"kenapa mau daftar tinggal verifikasi wajah udah kedip sampai pegel tetep aja gak bisa di ulang2 tetep gagal udah ganti hp juga tetep sama permasalahan,ini gimana solusinya MANDIRI"
5,maaf kok tak bisa di buka
5,livin maju terus
5,"bank kebanyakan aturan, dan rasakan biaya admin setiap transaksimu.. dan parkir tidak gratis.. bayar bayar bayar. adminnya saja 16rb/bln."
5,banyak iklan menggangu
5,Aplikasi lengkap sangat membantu utk aktifitas transaksi harian
1,aplikasi livin saya tiba tiba tidak bisa di pake kenapa di suruh hubungi 14000 rpt 02 apa maksudnya
1,"biaya admin terus, uang harus mengendap gak bisa dipakai!!"
5,sangat membantu dan bermanfaat
4,salam kerja
1,mulai bermasalah livin nya. kenapa tidak bisa masuk.. pas masuk ada keterangan anda tidak bisa masuk karena keamanan akun. jadi takut. tolong dong di bantu.. saya mau transfer pun bingung. livin nya tidak bisa .. bermasalah
5,Sangat membantu dalam Bertransaksi
5,"lebih dari 10 tahun menggunakan bank mandiri, pelayanan selalu maksimal, dan selalu puas"
1,di sayang kan respon ny kurang baik GK ada respon sama sekali
2,saya mau login ke aplikasi livin kenapa selalu tidak sesuai data padahal data yang saya masukan sama pada saat saya buat atm mandiri
5,mantap.
1,"log in nya membingungkan, sudah scan kartu tapi ngga bisa lanjut ke tahap berikutnya"
2,"kenapa ya aplikasi livin itu skrg jd susah dibuka, loadingnya lamaaaaaa banget, may bayar2 mau tf aja susah. bikin malu aja kl pas mau bayar atau tf dibukanya lama. tolong diperbaiki ya sistemnya"
1,ini apk udah kayak sampah aja.... mau login COBA LAGI ..Mulu...LOL
5,semua transasi bisa dari rumah atsu dimana saja bwrada²
5,ok
1,aplikasi setan memang ini dari thun 2024 dibuka pemberitaan maaf ada gangguan layana kmi segara mengatasinya. apa yg doatasi bangst trus kerja kalian apa. udah tau keslah ko ngk diperbaiki. aplikasi yg paling parah se-Indonesia ini. jgn pake mandiri deh.pake bank nasional ajah jgn yg swasta ngk jelas
5,Mudah dan. nyaman
1,kenapa pas habis update rekening ku keluar sendiri lalu di masukan nomor kartu debit nya tidak bisa masuk tolong lah di bantu min
2,ulasan 12.10.2020000.05
5,👋
2,"tolong dong ini Livin nya kenapa pas masukin pin nya salah terus,padahal saya sudah masukin pin yang benar tetap aja nggak bisa . ada apa sama aplikasi livin ini 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭Capekkkkkkkkkkkkk tauuhhhhhh"
1,makin kesini makin gak jelas....saldo tiba tiba berkurang -+ 30ribu cek mutasi gak ada keterangan..jadi gak tau kepotong buat biaya apa...mau tutup akun aja pindah bank lain.
5,kenapa ko paylater saya ga aktif
1,tidak bisa login
5,sangat bagus
1,punya rekening tp susah x buat livinnya selalu gagal di buat entah apa maunya bolak balik gagal hapus aja uda apk ini muak di buatnya
5,bgus
5,"SALAMUN ALAIKUM WR.WB 1.BISMILLAH 2.HI RRAHMAA NIRRAHIIM 3.ALHAMDULILLAH 4.HI RRABUL AALAMIIN 5.AMIN,AMIN,AMIN ALHAMDULILLAHIRRABUL AALAMIIN"
1,tiap tengah malam mesti ga bisa di pake
5,okee
5,ok
4,power chas gak muncul
3,penggunaan VA sangat tidak simple
5,"cara mau pinjam uang nya gimana ini? saya barusan ke KC Tegal wangi, satpam nya gx kuluar2. padahal mau nanya doang."
5,Livin by mandiri sangat mudah di gunakan untuk transaki dan ada berbagai pitur pitur sesuai dengan kebutuhan bagi yg belum punya dan berminat ke bank mandiri silahkan mendaftar rekomendasikan sekali untuk di unduh terimakasih livin by mandiri
5,oke
5,mantapp
1,"pikir 2x pake apk ini.. Transfer tertulis gagal dan anehnya uang tidak kembali, di tungguan sampe seminggu masih belum kembali, sudah pengaduan chat, lewat email balasan cuman template.. perasaan mudahan pake e-walet simpel adapun gagal transfer atau lg gangguan paling 1 hari uang balik lagi"
1,"sekarang kalau jam 11 malam,mikir kalau mau transaksi,,karena livin tiap malam pemeliharaan,,tah apa yg di pelihara sama livin ini,,sering sering lah kau begini,,ku hapus aplikasi livin mu..bagusan pakai bca atau bni,,gak ada istilah pemeliharaan tengah malam."
5,"Aplikasi Terbaik dan Terlengkap fiturnya, top banget dah 👍👍👍👍👍"
3,biaya admin kartu debit berapa kali si dlam 1 bulan..? potongan direkening sya sampai 30 ribuan sebulan.
5,livin by mandiri mengatasi semua kebutuhan
3,"kenapa ya sekarang kalo mau masuk susah bener, loading mul"
5,mantab ...good jobs
1,aplikasi sampah nih .kalo lagi penting eror Mulu.
5,saya sudah daftar dan saya sudah setor tapi kartu tak kunjung tiba dan email pun tidak ada saya Terima. untuk sekarang saya tidak bisa masuk karna lupa pasword mohon diberitahu solusinya min
5,Edektif saat di luar kota maupun dalam perjalanan
4,jos
5,baik 👍
2,"stiap malm maintenance, hampir tiap hari"
5,sangat bagus dan nyaman bisa di gunakan dengan baik
5,sangat membantu sekali
4,"kenapa Livin sekarang susah untuk daftar, udah masukan nomor hp untuk ngirim kode otpnya malah kembali ke menu utama..."
1,Oke
5,mantap &mudah dipake
5,ok
5,OK
1,"semalam saya sudah mendaftar dan berhasil, lalu pagi saya tidak sengaja menghapus aplikasi livin mandiri. ketika saya dowload ulang aplikasi livin mandiri tidak ada fitur login nya. malah suruh login menggunakan nomor kartu padahal saya baru saja berhasil mendaftar dan belum memiliki kartu mandiri"
1,"asli jelek bgt, katanya 'anda sdg melakukan panggilan/meeting' padahal.gada tlponan/meeting. udah 2 hari gabisa di buka."
3,bagus saja
5,"mohon fitur MGM nya di perbaiki, saya sudah mendapatkan cin baru 2 rek.. namun tidak tertera🙏🙏🙏"
1,"udah rusak apa gimana apknya soalnya gabisa di buatt login, dan bertuliskan ""belum berhasil terhubung"""
1,"kurir kartu fisik tidak mau antar ke alamat, worst everrrrr 👎🏻👎🏻👎🏻"
1,selalu gagal log in
5,ok
5,👍👍👍👍👍
3,"tolong riwayat tranksaksi lewat dari 3hari hapus saja, krn punya pengalaman kami bertengkar hanya karena melihat riwayat transaksi"
5,sangat bagus dan akurat
1,"Livin susah login klo kartu terblokir, buka blokiran harus ke CSM terdekat, CSM mana yg deket bos? Mempersulit nasabah aja..."
1,Top Up E Money tapi kok gak masuk.. ??
3,ka mohon dibantu untuk login ke M-Banking Mandiri Livin saya yg Kartu Debitnya keBlokir ...saya sudah ngirim email
3,kenapa aplikasi nya gak bisa ke buka2 ya
1,ga jelas sering eror
4,tidak tersedia fitur pinjaman atau ajukan kartu kredit
5,sangat membantu bisnis
5,mantap
5,"tolong dong perbaiki.. ini apanya keseringan gak respon, dan sekali respoundpun lama.. gak kaya dulu.. cepet... selebihnya gak ada masalah.."
5,"Siapa yang gasuka Livin? Lengkap simple, untuk semua generasi."
3,"verifikasi wajah gagal terus. sudah coba 10x. perasaan dulu nggak pakai verifikasi wajah. hadeeh. padhal verifikasi wajah di gopay, seabank, dana, ovo lancar. kenapa dengan liviandir? pulsa kesedot buat sms"
2,"kenapa susah kali utk verifikasi wajah nya,udh didektkan dan 1000 kli berkedip msih jg gk bsa"
1,wassada
1,ribet mau veripikasi wajah susah nya minta ampun gak mau mau padahal kmaren udh daptr karna tekeluar mau daptar ulang susah minta ampun.. di aplikasi bank lain gk seribet livin
1,yang biasa ribet jangan jadi kebiasaan pakai dana ... noribet Livin ribet nya luar biasa
1,"Paling mahal nih, sisa saldo harus 100rb, itu uangnya nasabah lo.. kenapa tidak 50rb? atau 25rb?"
5,mantap livin Mandiri
3,uda banyak nya transaksi ya tapi gk ada kluar mnu livin payleter.. gimna sih pitur nya kasih lah saya mnu itu bukan kpr rumaha miliaran saya sudah transaksi di livin ini
2,"saya mau login dan tranfer cepat dengan aplikasi ini tapi kenapa lambat sekali ya untuk login? halo apakah sedang ada kendala teknis? awalnya saya kira karna jaringan saya bermasalah tapi ternyata aplikasi nya sedang lemot di mohon perbaikannya segera, saya mau tranfer dan bayar makan tidak mungkin harus ke atm jadi saya harap bisa secepatnya pakai aplikasi ini"
1,mau Masuk aja susah banget harus ke kantor cabang padahal cuma login ke mbking
1,ga bisa login layanan tidak tersidia untuk sementara gitu terus
5,hp saya samsung note 9 knpa ko gak bisa yaa
1,customer service 14000 sangat tidak membantu.. saya sudah jelaskan apa kendala saya sangat detail tapi kurang lebih 4/5 x saya tlp tetap tidak bisa membantu. apalgi cs terakhir yang saya tlp nadanya agak tinggi dan dari cara ngomongnya males untuk membantu saya.
5,sya senang di bank madiri dan Liven by mandiri memudahkan sya untuk ber transaksi
5,aplikasi yg sangat membantu
2,mau login aja sering gangguan
5,ok
5,mudah digunakan
5,sangat membantu
1,WOY TOLONG YA FITUR VERIFIKASI WAJAH LU BENERIN DULU DAH UDAH NYOBA BERKALI KALI GAGAL TERUS UDAH KEDIP MELOTOT JUGA MASIH AJA GAGAL TOLONG LAH JANGAN DI PERSULIT
2,minta kode otp susah sekali SMS gak masuk masuk. harus nya kasih pilihan lain dari wa atau email biar cepat. ini mau bikin rekening gak bisa bisa
5,sangat bagus
5,bermanfaat
1,"ribet verifikasi wajah gagal terus, udah dicoba berkali kali tetep aja gagal"
3,"ini gimana sih gak bisa dipake buat ngirim bukti transfer, malah langsung force closed. tolong diperbaiki"
1,ga bisa di buka.... baru semalaman di download dan di daftarin salesnya...
5,mayan
1,error mulu pas mau login
1,gsngguan tidak seksual
2,"kenapa akun dan aplikasi by mandiri ku hilang padahal ada saldonya pertama GK bisa di bukak setelah di instal kok malah hilang gimana cara mengembalikan ya ca meng abdet nya gimana,jangan main main bek kui saldo rayat kecil"
5,mantap
5,0 oo
5,bagus
5,Livin saya tidak bisa kebuka kak
1,"kurang terupdate dalam pembayaran angsuran perumahan kok gak kurang kurang masih meninggi,padahal byr sudah tepat waktu"
5,sangat bagus
5,saya beruntung baget punya apk living ini jadi kemqnac
1,sering terjadi pemeliharaan tiap malam mau transaksi jadi nggak bisa saya sebagai costamer sangat kecewa
5,👍
1,makin lama layanan makin tolol mau beli token listrik jam 01.08 masih belum bisa makin kesini makin tolol.
5,saya suka
1,"app ga jelas,mau top up e-wallet aja dipersulit,gagal Mulu,alasan nomer tidak ditemukan padahal sebelumnya bisa,taik lah"
1,"gimana ini saya gak bisa login,udah masukin no kartu dan otp tapi selesai itu katanya gangguan."
2,fitur qris nya diperbaiki sma ushkn lbh malam maintenance nya ini jam 23:00 udh gk bsa ngapa-ngapain hedeuhh
5,dagang usaha
5,bagus
1,"Banyak Aturan,, kl gk terpaksa jijik pakai mandiri livin"
2,Terlalu susah untuk verifikasi wajah untuk orang yang sudah berumur
1,apk jelek terlalu bnyak iklan sangat mengganggu
5,mantap
1,Aplikaasi tai
1,limit ngendapnya gde sampe 100 susah kalo lagi kpepet dari semua bank ini yang pling gde kayanya ga bisa 0 pimit ini mh
1,ini aplikasi apaan yah ko ga bisa transfer uang padahal uang kita sendiri loh malah transaksi belum bisa d proses
1,kak akun saya ga bisa buat tf atau top up gmn ya
2,leleet loadingnya lama padahal koneksi lancar
5,sangatlah aman
5,"sangat puas Dnegan pelayanannya gak kayak tetangga sebelah,kalau mau minjem harus lewat calo baru mau di dengar,kalau di mandiri begitu di tlpn langsung di respon, pokoknya best dah pelayanannya"
1,"hapus aja menu pembayaran PDAM nya,,buat bayar aja nggak ketemu nama PDAM nya,,kalau memang belum bisa jangan buat layanannya"
1,mau tranfer saldo cuku tapi tidak bisa aplikasi ribet mending g usah download
1,"sangat menggangu dengan kebijakan harus menggunakan androit yg ditentukan,"
1,"Kenapa akhir2 ini aplikasi nya susah banget untuk dibuka,coba lagi coba lagi terus,sampai kapan mau dicoba terus?"
3,"bagaimana cara mengatasi notifikasi ""anda sedang dalam panggilan"""
5,keren
2,kenapa saya mau bikin mbanking selalu jawabanya perbaikan terus itu kenapa ya..dari bulan kemaren.
1,"PENGAJUAN KARTU KREDIT MANDIRI SHOPEE DITOLAK PADAHAL GAJI MINIMAL 3 JUTA SYARATNYA, TAPI YANG GAJI 5 JUTA KE ATAS MALAH DITOLAK HERAN DAH SAYA , PADAHAL BI CHEKING & SLIK OJK GUA AMAN2 AJA . GAK RECOMENDED"
5,ko sekarang Livin GK muncul d layar hp harus d liat dr play store baru ad. sy liat ulasan ternyata semua bukan karna sinyal jelek ap memang Livin ad gangguanya?
4,tolong di perbaiki lagi.sinyal sudah stabil tapi selalu muter muter terus pas di buka aplikasinya
5,saya sangat senang
1,"saya sudah punya ATM, pas masuk malah keblokir..pdhl password nya bener"
1,"Gimana saya mau pake ini aplikasi? Disuruh login pake muka, udah coba 3 kali masih gagal. Kamera saya bagus kok? Ini aplikasi yang minta muka saya good looking atau lain?? Coba perbaiki dulu itu, bikin kesel aja."
2,"cepat perbarui Livin nya ,kenapa akhir "" ini Livin susah untuk masuk selalu ada layanan tidak tersedia"
3,"suka sering keluar sendiri, mau masuk lagi kalo malem gak bisa. harus pagi sampe siang bisanya. padahal butuh buat bayar"
1,tidak bisa login karena belum di dukung OS nya... saya menggunakan HP Poco F6 dengan OS terbaru... mohon di perbaiki terimakasih
5,mau di aktifkan ksm nya
5,kak bisa bikin kartu debit baru ngga soalnya alamat nya udh pindah keterangan kartu udah dikirim sama udah diterima padahal ngga tau siapa yg Nerima nya
1,sulit sekali untuk log in
5,aplikasi bank mandiri terpercaya buat masyarakat amanah dan aman
5,0👍👍
5,good job
2,tiap kali di buka selalu lemot dari pakai wifi maupun pakai data sendiri tetep aja cuman muter muter di situ gabisa masuk sama sekali TOLONG DI PERBAIKI!!
5,Suwarno 15600
5,"apk keren,bagus,terknnntl pkonya mau login aja gagal trus waktu di proses kode OTP nyuruh ke bank udh tau jauuh mknnya mau pke apk juga👹👹👹👹"
5,"Aplikasi bagus, layanan Prima"
5,mudah dan cepat
1,gimana nih kami mau buka rekening lewat aplikasi mental trs
1,masuknya susah bngt tailah ni aplikasi
1,"mau nanya soal saldo saya tiba² hingang di app Livin mandiri tolong di kmbalikan, trimakasih🙏"
1,lagi error ya ni aplikasi udh di update udh semua di masukin pin user id baru semua tetep aj ga bisa
1,"Potongan ada aja mana gede lagi bahkan kemaren 60rb untuk biaya apalah itu,bisa gak sih jangan asal ambil udh tau duitnya juga dikit masih aja ad Potongan biaya Adm segala ,ribet bikin gak nyaman nyimpen disini"
3,"Mau nanya, kenapa apk livin mobile saya saat mau masuk selalu keluar dengan sendirinya apk nya, padahal apk sudah di update.. mohon bantuannya, Terimakasih."
1,sistem operasi tidak mendukung padhal yg trbaru hyper os gmna ni?
1,tolong perbaiki lagi
5,mudah di gunakan
5,Sangat membantu
1,susah di buka nya muter terus segera di perbaiki ..
4,aplikasi y ok
3,kenapa livin saya jadi ga bisa kebuka pas di buka malah ada tulisan akun belum dapat di akses
1,nambah ribet
5,"semuanya ada di livin, jadi praktis banget dan suka banget fiturnya"
2,"aplikasi tiba-tiba keluar sendiri, dan saya di minta daftar/login ulang, setelah saya mau login selalu proses verifikasi wajah ya gagal, tolong di perbaiki lagi untuk bagian verifikasi wajahnya, sepertinya ada bug atau ada yg salah disitu, karna walau kita sudah mengikuti arahan tetap seperti tidak terbaca pada verifikasi wajahnya, terimakasih 🙏"
1,nyusahin orang
1,verifikasi wajah selalu gagal terus..... di coba berulang ulang hasil tetap gagal ..... tidak ada pilihan lain selain verifikasi wajah....
3,"Udh sekitar satu bulan ini aplikasi livin sulit bgt buat di buka, loading terus bener2 gk membatu saat sedang buru2, mungkin aplikasi nya terlalu berat skrg"
1,"admin nya mahal dan ga bisa ngantur nominal sendiri saat top up atau TF, mending Bank Sebelah ,bebas biaya admin sama bisa ngatur nominal"
5,hallo kak kenapa saya tidak bisa transaksi lewat livin tranfer ataupun lewat atm .. pdahl saldo mencukupi. dan selalu gagal saat saya mau byr pke atm . mungkin ada solusi. trus dibuat tf kecilpun ndak bisa
3,"MASAKK GARAA"" GUSIKU BENGKAK GABISA VERIFIKASI WAJAHH😭😭"
1,"payaahh, loading terus tiba2 keluar aplikasi"
1,"mandiri knp suka ngeblokir saldo ga jelas, pdhl udh gada cicilan. tiap saldo masuk pasti langsung di sedot."
5,semoga bisa mendaftar dengan mudah
5,sangat memudahkan
5,sangat terbantu
1,tiap hari Maintenance muluu..
1,tidak berpungsi dengan baik . minta foto selfi udah berkedip tapi tdk ada hasil
1,"pemeliharaannya terlalu lama tiap harinya, bener2 g bisa transaksi d atas jam 11 malem sampe pagi"
1,livin babi mau top up aja susah
4,sangat membantu tapi kenapa apknya TDK mau terbuka lagi
1,susah dibuka aplikasinya
1,"sekarang makin kesini malah makin dipersusah. belum ada jam 12 malam, baru jam stngah 11 malam WIB sudah pemeliharaan.. saat kita lagi butuh terdesak tidak bisa digunakan livinnya,. Mbnking yang makin hari makin repot, kalaupun ada pemeliharaan info dulu sebelumnya.."
2,"ini aplikasi Livinya kok kluar² terus ya kak, gak kaya biasanya minta di update/gimana ya ??"
3,belakangan susah banget loading. kalau sdh loading tiba2 kembali ke awal trus harus loading ulang. Mudah2an segera diperbaiki
1,"mbangking buruk,, paling sering maintenance"
1,kenapa ggal terus yah
5,kak kalo memgaktifkan notifikasi baik uang keluar dan uang masuk gimana ya???
1,"loadingnya mnta ampun sayang, mana belanjaan udh d buka, mau byr mlh gk bs, hadeuh..."
1,"aplikasi ini sangat tidak berguna,buka rekening online sampe 1 tahun lebih kartu atm gk dikirim-kirim datengin cabang bank mandiri,malah diminta bikin surat kehilangan dulu dari polisi gak jelas,bikin susah nasabah kalau belum bisa support by online mending gak usah bikin aplikasi"
1,"mau login ajah susa,hdehhhh"
1,apk ngk jelas susah kali login kalo udh lupa password tolong lah admin biar sama enak aa
5,sangat membatu sekalai terimakasih bank mandiri
5,sangat membantu sekali
5,semakin lengkap fiturnya memudahkan transaksi
5,hot
3,"laporan mandiri kendala gagal qris tp saldo berkurang dari tgl 25 bilng ny mau di proses suruh tunggu 10 hari paling lambat smpai tgl 9,,,udh tgl 9 saldo saya masih blum balik juga,, gimna sih,,,, klo pembayaran qris gagal gk perlu di ambil lah saldo ny,,, makin ngaco aja mandiri"
5,"kok, gk bisa di buka sih,"
1,ini kenapa susah sekali saya mau melakukan verifikasi muka ??? sudah berkali-kali tapi tidak bisa terdeteksi 😭 udah kaya orang cacingan saya ngedip-ngedipin mata terus😡
1,"lemot bngtt buka aplikasi nya🤦🏻 padahal jaringan lancr buka apk yg lain lancar cuma buka livin aja yg lemot, mau transaksi jadi susah🤦"
2,entah kenapa livin ini ada masalah terus ga bisa login
1,ga bisa di buka
5,bagus
1,"loading lamaa amaatt, update update doaang luuu, benerin masalah loadingnyaaa buseett"
3,aplikasi ini terlalu sering minta update
1,"aplikasi jembutt,tiba2 aja di gua harus di suruh log-in ulang,ehhh pas login ulang di tahap verifikasi wajah malah ga ke detek muluuu pdahl pas awal bikin lancarr aeee ehh sekarang tiba² bangett jadi begoo ini aplikasi, tolong lahh klo aplikasi lu mau berkembang yaa luu harus serius dalam perihal ini tolong beri izin gua sama orang2 yg mengalami problem yg sama ketika gua mau log-in ulang Malah di persulit tll"
1,"aplikasinya gk mau dibuak,...eh buka, apa masalhnya ini, padahal udah sy delate, dan sy donlod lg aplikasi livin nya, tetap gk mau dibuka... apa masalahnua ini, tolng di kasi tau ya"
5,BagusMbatu
5,ok
1,tolong dong aku buka m banking mandiri tapi ko ga muncul muncul icon nya kenapa? tolong di lakukan prbaikan untuk apl nya
2,"saya baru mau saja dan pertama kali menggunakan aplikasi livin by mandiri smoga bagus dan bermanfaat yaaa, dan udh login mohon untuk di permudah"
5,bagus
5,sangat puas
3,kenapa aplikasi livin saya tdk bisa terbuka? apakah ada perbaikan?
5,sangat bagus dan membantu memperlancar untuk transaksi
4,bIk cukup
5,Kholis 3858
1,habis update malah tidak bisa dibuka
5,baik
1,tidak bisa di funakan
5,Buka Tabungan Lebih Praktis dan Simple....Maju Terus Bank Mandiri....Maturnuwun
1,gak amanah dalam pengantaran kartu debitnya. tau tau diretur paketnya tanpa memberitahukan alasannya. sudah gitu chat wa bank mandiri gak ada penyelesaian. ditanya masih terhubung terus aku jawab masih terus aku tunggu balasan selanjutnya eh habis itu balasannya obrolan berakhir. gak amanah banget
1,"pas pake aplikasi sering muncul ""aplikasi Livin tidak menanggapi"""
3,"sekarang kalo top up dana dan spay ada adminnya, padahal belum sampai 10x transaksi"
5,good job
5,membantu
1,living kenapa mau masuk alasan Mulu si lagi dalam perbaikan aku mau masuk living suami aja kaga bisa hearan bgt
3,aplikasi nya sering eror mlh smpek 1 Minggu ngk bisa di buka ngk bisa di tekn sy mo ambil uang saja ngk bisa
2,IPA kelas x
3,"min, ini gimna saya tadi malam mentransfer melalui qris tertunda tetapi saldo nya terpotong. mohon di bantu min"
1,"Tiba2 aplikasi tidak bs d buka, sudah tlp call centre, ke CS langsung, sudah melakukan saran dr mereka ttp tidak bisa dibuka dan tidak ada solusi"
5,Tina bagus
4,sangat membantu
5,sangat membantu
1,"Sudah 3 bulan tidak bs login livin, sudah lapor k kantor cabang lapor jg k sosmed namun tidak ada solusi sedikitpun.pelayanan buruk"
5,"tebaik, dalam pengurusan keuangan"
5,sangat membantu
5,susah di buka livin mbak
5,"marketing yang namanya mas Marvel baik, saya dibikinkan qris buat jualan saya, jangan lupa mampir ke bakso anaia juanda 8 😁"
1,"ngebug saya baru saja membuka rekening baru di mandiri pada sore hari, nah pada malam hari aplikasi nya loading lama sekali tiba² keluar sendiri pas masuk lagi tiba tiba ke logout akun rekening baru saya tiba² logout sendiri entah kenapa tapi kalau mau masuk harus daftar lagi atau memasukan nomor kartu sementara saya belum mengambil kartu nya di kantor"
3,fitur verifikasi video call kok gk bisa ya min sy mau buat rekening? aku dah coba banyak kali ttp gk ada respon dri admin nya. mohon bntuanya spy sy bisa bikin rekening lwat online🙏
5,ok
5,fiktur pinjam nya blm lengkap padahal saya sudah lama pake livin mandiri..
1,"Knpa sih, ngga bisa masuk padahal dalamnya ad uang"
5,baik.
2,sering bermasalah ni apkikasi skr.. makin sering updatean makin sering bermasalah juga
3,sy beberapa kali registrasi sbn pasar sekunder selalu gagal
1,"apalah aku punya akun di livin tapi blm pnya kartu, tapi ngk bisa login, knp tombol loginnya hilang tolong bantuannya"
5,oke
5,sangat membantu
5,mantappppp
5,mohon maaf aplikasi saya terhapus dan saya download kembali dan gak bisa login. tolong informasinya. saya d luar negri dan tidak memiliki card dari mandiri
1,Lemot transfer aja gagal mulu
5,terbaik
